name,phone,address,gender,student_id,email,year,department
Jonathan Wilson,9920499650,"7994 Clark Walk, Allisonport, MO 23709",male,jw816,jw816@upc.edu,4,SOAN
Patrick Lopez,9756226094,"712 Ashley Tunnel, New Samantha, OH 70508",male,pl536,pl536@upc.edu,3,MUSI
Karen Curtis,9148207551,"2691 Reed Points, Pearsonshire, AL 37026",female,kc473,kc473@upc.edu,2,PBSC
Kathy Morgan,9988606549,"02239 Matthew Ville, Howardshire, TX 83602",female,km643,km643@upc.edu,3,HIST
Thomas Stewart,9289853280,"549 Michael Courts, Cynthiatown, SC 02633",male,ts927,ts927@upc.edu,3,ENGL
Colleen Liu,9767365227,"119 Nicole Roads, Hernandezfurt, TN 61809",female,cl462,cl462@upc.edu,4,POSC
Eric Kirk,9061481873,"94472 Victor Trail, New Mindy, KS 88751",male,ek356,ek356@upc.edu,3,BIOL
Krista Gallagher,9962761365,"126 Amber Way Apt. 655, Crosbyland, GA 43619",female,kg259,kg259@upc.edu,4,EDUC
Matthew Nelson,9017252512,"8835 Johnson Cape, Freemanchester, LA 30422",male,mn597,mn597@upc.edu,3,ECON
Thomas Valdez,9659451090,"7118 Kelly View, Laurashire, NH 62449",male,tv969,tv969@upc.edu,1,ARTS
Aaron Ray,9382296235,"4430 Sarah Fork Suite 271, South Melissa, VA 58240",male,ar237,ar237@upc.edu,3,SOAN
Hannah Martin,9936139181,"Unit 8650 Box 0630, DPO AA 06341",female,hm688,hm688@upc.edu,4,EDUC
Cynthia Stevenson,9293169033,"Unit 5434 Box 0429, DPO AA 28784",female,cs865,cs865@upc.edu,1,RELG
Anthony Chen,9756685660,"07188 Jessica Fork Apt. 698, Lake Susan, AS 57036",male,ac626,ac626@upc.edu,3,PHAS
Jade Fowler,9555201282,"0646 John Mills, South Darin, AZ 78941",female,jf586,jf586@upc.edu,3,RMLL
Sierra Terry,9850485302,"84295 Ramirez Island, Victoriahaven, AK 04758",female,st794,st794@upc.edu,4,SOAN
Marc Greene,9354089457,"USCGC Jones, FPO AP 74207",male,mg942,mg942@upc.edu,1,PHAS
Sarah Figueroa,9148353871,"641 Andrew Freeway, Port Jessicaview, AK 79067",female,sf944,sf944@upc.edu,3,EDUC
Bridget French,9814611675,"7478 Zachary Branch Suite 276, South Dakota, AL 23471",female,bf383,bf383@upc.edu,1,PBSC
Kimberly Donaldson,9532671040,"95534 Manuel Inlet, New Jenniferland, MO 14063",female,kd696,kd696@upc.edu,4,ENGL
Levi Osborne,9496188149,"27505 Turner Lakes, Lake Nathaniel, AK 78064",male,lo585,lo585@upc.edu,1,POSC
Eric Patel,9018459183,"656 Martinez Run, Jamesfort, AK 80300",male,ep607,ep607@upc.edu,4,RMLL
Joseph Benton,9724551533,"80629 Steven Green Suite 994, New Nathanmouth, SD 95214",male,jb717,jb717@upc.edu,4,POSC
Jonathan Flowers,9564575929,"8804 Floyd Knoll, Lake Adrianafort, IN 49391",male,jf195,jf195@upc.edu,4,GERM
Crystal Hall,9037722891,"6672 Wagner Overpass, Jenkinsberg, HI 29247",female,ch237,ch237@upc.edu,1,PHAS
Courtney Rivera,9319602975,"0251 Stewart Prairie, Sarahburgh, VA 71133",female,cr140,cr140@upc.edu,4,EDUC
Thomas Jackson,9035456587,"3609 Lloyd Mount Suite 869, Kellyside, HI 20765",male,tj760,tj760@upc.edu,2,POSC
Vanessa Savage,9007120866,"Unit 8174 Box 3477, DPO AA 37691",female,vs443,vs443@upc.edu,4,HIST
David Lewis,9836002055,"7074 Heidi Underpass, West Joseph, FM 44723",male,dl819,dl819@upc.edu,4,EALL
Caroline Russell,9390711477,"137 Andrew Trail Suite 184, Lauraside, AS 37888",female,cr190,cr190@upc.edu,3,PHIL
Justin Carrillo,9622019294,"54210 Andrew Fords Apt. 242, Carriemouth, AR 62672",male,jc372,jc372@upc.edu,4,SOAN
Charles Glenn,9202974684,"47265 Breanna Center Suite 195, Moraleschester, TX 98095",male,cg887,cg887@upc.edu,4,HIST
Clinton Anderson,9975688334,"76185 Laura Oval, Michaelland, GA 29438",male,ca735,ca735@upc.edu,2,SOAN
Donna Richardson,9300606223,"141 Amanda Fort Apt. 553, North Rebecca, DE 84838",female,dr892,dr892@upc.edu,1,RELG
Danielle Jones,9286030450,"PSC 8822, Box 7967, APO AP 82281",female,dj336,dj336@upc.edu,3,ENGL
Emma Moreno,9865565820,"92799 Petty Dale Suite 942, Jenniferport, AL 58239",female,em498,em498@upc.edu,1,SOAN
Brian Ross,9439616540,"9390 Adam Loaf Apt. 280, North Katherine, ME 44804",male,br709,br709@upc.edu,4,MATH
Cynthia Sellers,9181747958,"PSC 9261, Box 0623, APO AA 28315",female,cs698,cs698@upc.edu,4,EDUC
Kimberly Smith,9173943648,"004 Kelley Parks, North Davidside, NY 79898",female,ks423,ks423@upc.edu,4,SOAN
Richard Johnson,9388138276,"72543 Crane Manors, New Alyssamouth, AS 41742",male,rj618,rj618@upc.edu,4,PBSC
Melissa Franco,9956533317,"0833 Garner Green, Jonathanstad, AS 42539",female,mf319,mf319@upc.edu,4,POSC
Robert Johnson,9561667229,"382 Williams Roads, Kellyland, LA 90264",male,rj361,rj361@upc.edu,4,ENST
David Rogers,9432466043,"461 Rachel Plaza Suite 033, Taratown, ID 97428",male,dr595,dr595@upc.edu,1,ENST
Walter Pitts,9678226544,"0422 Sara Plaza Suite 244, Rossview, CA 56894",male,wp518,wp518@upc.edu,4,BIOL
Tami Rodriguez,9648932333,"464 Christine Knoll, Diazton, OH 53921",female,tr928,tr928@upc.edu,3,SOAN
Ashley Gomez,9180853704,"90852 Victoria Union Suite 367, West Lisaside, AS 91098",female,ag909,ag909@upc.edu,1,POSC
William Meadows,9561750016,"84167 Gordon Extension Suite 355, Fernandoville, UT 92654",male,wm355,wm355@upc.edu,3,THEA
Maria Salas,9710227541,"12860 Mikayla Avenue, East Melissaport, TX 65610",female,ms100,ms100@upc.edu,1,CLAS
Patrick Lane,9987042519,"011 Gilbert Key, Amandafurt, CT 27512",male,pl999,pl999@upc.edu,3,BIOL
Glenn Lyons,9470861014,"67119 Michelle Stravenue, Oliviamouth, CT 39550",male,gl980,gl980@upc.edu,1,EALL
Joseph Gordon,9549688040,"5705 Briggs Estate, Edgarchester, ME 50653",male,jg639,jg639@upc.edu,2,EDUC
Sarah Leach,9786300304,"70669 Johnson Shores Suite 972, Lake Kevinmouth, ND 20010",female,sl632,sl632@upc.edu,4,HIST
Ethan Pierce,9597750184,"8118 Tyler Prairie Apt. 449, Powellshire, HI 39902",male,ep952,ep952@upc.edu,2,EDUC
John Barron,9540702663,"09977 Andrew Squares, Lake Cody, PR 92079",male,jb284,jb284@upc.edu,2,PBSC
Christine Hall,9440343390,"352 Porter Springs Suite 106, Sethville, NM 20855",female,ch778,ch778@upc.edu,2,ARTS
Kathryn Walker,9241317400,"3327 Christopher Expressway Suite 076, South George, MO 40213",female,kw780,kw780@upc.edu,3,SOAN
Mark Shaffer,9210388379,"9548 Rowe Wall, West Michaelton, TN 60761",male,ms406,ms406@upc.edu,1,CLAS
Anna Trujillo,9319696644,"987 Corey Ramp, North Yvonne, NM 36569",female,at449,at449@upc.edu,1,RMLL
Susan White,9704552139,"052 Juan Squares Apt. 030, New Claytonchester, LA 67786",female,sw684,sw684@upc.edu,2,WRIT
Ariel Martinez,9284618061,"786 Luke Summit Suite 286, East Arthurville, AZ 35025",male,am688,am688@upc.edu,2,HIST
Samantha Lloyd,9047665086,"564 Jason Terrace Apt. 811, New Wendyberg, RI 34261",female,sl385,sl385@upc.edu,2,ARTS
David Bates,9553936981,"84211 Deanna Via Suite 371, Port Davidchester, NE 23667",male,db585,db585@upc.edu,1,RMLL
Garrett Lewis,9464559182,"789 Baker Mountains, Shanestad, VA 70254",male,gl533,gl533@upc.edu,1,CLAS
Joseph Barber,9508796433,"36086 Monica Harbor, Nathanfurt, MN 06745",male,jb830,jb830@upc.edu,4,SOAN
Christine Thomas,9246650483,"Unit 5406 Box 1356, DPO AE 60595",female,ct717,ct717@upc.edu,3,CLAS
Howard Escobar,9988702643,"504 Daniel Highway, Port Carolville, NJ 57079",male,he835,he835@upc.edu,1,POSC
Tammy Owen,9845581992,"9619 Tony Orchard Suite 879, West Josephville, ME 08986",female,to967,to967@upc.edu,3,SOAN
Roberto Edwards,9200837513,"259 James Square, Shawmouth, AS 12023",male,re247,re247@upc.edu,4,RELG
Michael Shaw,9775239034,"90388 Brittany Walk, Theresashire, NV 68665",male,ms892,ms892@upc.edu,4,BIOL
Adam Villarreal,9243115622,"80410 Jones Green, South Timothy, RI 39531",male,av437,av437@upc.edu,4,MUSI
Andrea Good,9282181145,"PSC 2046, Box 2500, APO AP 72441",female,ag252,ag252@upc.edu,1,CLAS
Brian Grant,9129048248,"72075 Gould Ford, Pierceberg, NE 70360",male,bg106,bg106@upc.edu,3,HIST
Anna Hardy,9514970449,"7263 Rose Track Apt. 997, Courtneyhaven, ID 75245",female,ah882,ah882@upc.edu,2,EDUC
Michael Mccall,9786774335,"851 Amber Square, Phillipmouth, GU 86784",male,mm815,mm815@upc.edu,2,ENGL
Manuel Deleon,9135982139,"7297 Ho Crescent Apt. 736, Johnmouth, SC 26428",male,md953,md953@upc.edu,2,ENGL
Susan Simmons,9083072911,"242 Parker Manor Apt. 345, East Desireeshire, WA 50035",female,ss282,ss282@upc.edu,4,RMLL
Richard Sanchez,9596763161,"1686 Villanueva Oval Apt. 697, North Wendy, UT 70967",male,rs339,rs339@upc.edu,1,PHIL
Pamela Walker,9152402418,"3934 Huynh Stream Apt. 211, Moorefort, TX 01474",female,pw645,pw645@upc.edu,3,ENGL
Lisa Clayton,9870687816,"40891 Anderson Cove Apt. 914, West Williamview, WY 13918",female,lc545,lc545@upc.edu,1,SOAN
Courtney Doyle,9194967910,"98831 Victoria Field Apt. 096, North Heatherborough, GA 36747",female,cd394,cd394@upc.edu,4,BIOL
Wesley Smith,9977991897,"Unit 6671 Box 7127, DPO AE 25675",male,ws263,ws263@upc.edu,1,HIST
Michael Santiago,9478149319,"088 Crystal Brooks Apt. 629, New Leslie, ME 66087",male,ms509,ms509@upc.edu,3,RMLL
John Kane,9633853608,"680 Dennis Brook, West James, PR 04400",male,jk131,jk131@upc.edu,3,WRIT
Christopher Cummings,9541003551,"37769 Christopher Pike, East Aaronhaven, WA 56091",male,cc688,cc688@upc.edu,2,PHAS
David Wilkins,9294857931,"40478 Robert Pines Suite 838, North Shannon, WY 87018",male,dw362,dw362@upc.edu,4,GEOG
Steven Love,9766920453,"Unit 9368 Box 7804, DPO AA 84563",male,sl581,sl581@upc.edu,1,HIST
Bradley Stout,9000993425,"31411 Long Dale Apt. 409, Stacyborough, NJ 05219",male,bs620,bs620@upc.edu,3,MATH
Joyce Monroe,9490130296,"870 Wright Squares Suite 504, New Henrymouth, OH 91137",female,jm761,jm761@upc.edu,1,MUSI
Rebecca Garcia,9968464559,"315 Robin Landing, West Jamesborough, MH 90543",female,rg572,rg572@upc.edu,2,RMLL
Miguel Jackson,9180928055,"62192 Horn Pass, Shannonhaven, OK 06644",male,mj146,mj146@upc.edu,4,ENST
Michele Thomas,9428047471,"13219 Mark Green Suite 830, Christianton, CA 13222",female,mt647,mt647@upc.edu,4,ENST
Ryan Ford,9905000245,"Unit 3063 Box 2998, DPO AP 53423",male,rf393,rf393@upc.edu,2,ECON
Anne Clark,9783010106,"265 Green Shoal, East Lindaville, IA 68641",female,ac321,ac321@upc.edu,1,ENGL
Jessica Martinez,9410215057,"46210 Greg Oval Apt. 663, Gomezhaven, MT 96624",female,jm143,jm143@upc.edu,1,RMLL
Andrea Reed,9917297598,"06377 Johnson Points Apt. 255, South Jamesmouth, IL 81396",female,ar562,ar562@upc.edu,2,THEA
Cassandra Wilson,9223696167,"74046 Russell Key, Katieberg, TX 13453",female,cw411,cw411@upc.edu,3,HIST
Peter Gomez,9338759597,"3714 Davis Village Apt. 779, Lake Deniseville, RI 22002",male,pg164,pg164@upc.edu,1,CLAS
Michael Lester,9648016052,"43512 Richardson Mountains Suite 144, Ashleyport, MP 93342",male,ml503,ml503@upc.edu,2,EDUC
Scott Blair,9306180390,"9015 William Shores Suite 027, Shelbyhaven, LA 71302",male,sb955,sb955@upc.edu,1,ARTS
Phillip Flores,9443468572,"6545 Joyce Burg Suite 009, East Kristiberg, MI 65426",male,pf320,pf320@upc.edu,3,SOAN
Emily Hansen,9617528774,"745 Moore Harbors, Perkinsville, WI 16838",female,eh810,eh810@upc.edu,2,PHAS
Seth George,9257714948,"95386 Flores Land Suite 972, Port Julian, CT 48356",male,sg482,sg482@upc.edu,2,ECON
Jennifer Harvey,9340098262,"69951 Goodman Valley, East Michael, AK 46574",female,jh689,jh689@upc.edu,1,PBSC
Jessica Roy,9849065211,"5147 Leonard Forks, Ravenshire, AZ 37669",female,jr110,jr110@upc.edu,4,GEOG
Kyle Gonzalez,9593615262,"245 Erica Grove, Jakeburgh, AZ 38034",female,kg614,kg614@upc.edu,2,HIST
Stefanie Kennedy,9443052527,"181 Elijah Divide Suite 500, East Courtneyland, MP 17873",female,sk941,sk941@upc.edu,3,RELG
Kristine Norris,9632202664,"037 Lisa Tunnel, South Devin, ME 69389",female,kn197,kn197@upc.edu,4,HIST
Paul Tucker,9487603076,"721 Hobbs Manors, Heathside, NH 31533",male,pt547,pt547@upc.edu,1,ARTS
Thomas Dawson,9574811488,"77601 John Causeway, Howellstad, IA 34990",male,td977,td977@upc.edu,4,CLAS
Megan Mclaughlin,9278518914,"74843 Phyllis Hollow, East Samuelland, MA 44746",female,mm433,mm433@upc.edu,2,MUSI
Jason Lane,9608342389,"340 John Union Apt. 192, Birdville, AS 86574",male,jl829,jl829@upc.edu,2,PBSC
Jamie Collins,9268863157,"07658 Alan Ford Suite 791, Port Barbara, AL 76367",female,jc646,jc646@upc.edu,4,RELG
Stephanie Tate,9286324949,"2854 Steven Avenue Apt. 645, Jameshaven, PR 37403",female,st988,st988@upc.edu,1,EDUC
Gary Fox,9481166676,"6954 Teresa Trace Suite 672, Jonesstad, NY 14171",male,gf179,gf179@upc.edu,2,COSC
Janet Trevino,9562207850,"385 Ross Meadows, Johnsonville, WV 30266",female,jt469,jt469@upc.edu,4,MELL
Vincent Berry,9870295185,"66396 Lisa Crossing, Hansonchester, PA 81750",male,vb859,vb859@upc.edu,1,ENGL
Jeffrey Foster,9226894764,"7206 Karen Hill, Hesterfort, NV 50630",male,jf208,jf208@upc.edu,3,ECON
Kevin Hale,9395075316,"5401 Shelley Bridge, Lake Brendafurt, TN 85521",male,kh116,kh116@upc.edu,4,CHEM
Natalie Anderson,9984902163,"3925 Jones Plains Suite 705, Matthewside, AL 63097",female,na827,na827@upc.edu,2,ECON
Kenneth Humphrey,9072410049,"7932 Barr Burg, New Anna, KS 71391",male,kh918,kh918@upc.edu,1,MATH
Michelle Conley,9636724379,"7815 Jaclyn Land, Huntside, PR 82770",female,mc148,mc148@upc.edu,1,ENGL
John Miller,9380771367,"6035 Timothy Forks, North Jennifer, MT 71668",male,jm787,jm787@upc.edu,4,MELL
Michael Chapman,9635610356,"708 Gregory Divide, Nashchester, FL 52608",male,mc179,mc179@upc.edu,1,COSC
Barry Williams,9143994134,"023 Ferguson Viaduct Suite 804, New Arthurville, IA 53994",male,bw986,bw986@upc.edu,3,RMLL
Gregory King,9813295377,"354 Lindsey Gardens Apt. 024, West Kendraview, NH 78195",male,gk229,gk229@upc.edu,2,BIOL
Peter Bradley,9385090405,"284 Figueroa Park Apt. 088, Mckenziemouth, IN 07862",male,pb490,pb490@upc.edu,1,PBSC
Patrick Torres,9463755026,"3495 David Radial, Castillobury, MN 28969",male,pt705,pt705@upc.edu,3,RMLL
Bradley Hill,9092237939,"9617 Mercer Neck, West Krista, ME 07991",male,bh445,bh445@upc.edu,3,SOAN
Steven Miranda,9806673195,"525 Ellis Shore Suite 488, West Monica, MI 52294",male,sm311,sm311@upc.edu,1,BIOL
Andrew Brooks,9146021603,"92235 Flores Corner, Silvatown, OK 44967",male,ab176,ab176@upc.edu,4,HIST
John Lester,9479617149,"5828 Elizabeth Springs Suite 934, North Kenneth, FL 87097",male,jl341,jl341@upc.edu,1,EEGS
Sandra Jones,9968871021,"3968 John Brooks, Petersmouth, NH 36717",female,sj674,sj674@upc.edu,2,CLAS
Charles Watkins,9070290242,"61374 Stevens Overpass Suite 174, Josephstad, CO 58784",male,cw921,cw921@upc.edu,1,SOAN
Arthur Waller,9052246534,"33423 Michael Inlet Apt. 497, Gloriatown, IN 42920",male,aw567,aw567@upc.edu,3,EDUC
Erin Graves,9205364941,"496 Frank Ridges, East Curtisburgh, OR 84842",female,eg335,eg335@upc.edu,4,EEGS
Chad Jones,9539639017,"3621 Reid Parkway, North Charlesside, OK 42543",male,cj844,cj844@upc.edu,1,THEA
Jane Gonzalez,9006746419,"USNS Bonilla, FPO AE 56321",female,jg491,jg491@upc.edu,2,BIOL
Logan Tyler,9806048824,"4343 Shannon Fort Apt. 849, Lake Kayla, AL 13857",male,lt134,lt134@upc.edu,3,ARTS
Jeffrey Henry,9309899989,"41341 Washington Crest Suite 810, West Joelshire, PA 92484",male,jh544,jh544@upc.edu,4,PBSC
Kathryn Levy,9386810014,"907 Stephanie Ports Suite 135, Stephaniefurt, VT 09263",female,kl852,kl852@upc.edu,3,RELG
Justin Thompson,9378076224,"7570 Christopher Flats, Johnshire, TX 26831",male,jt838,jt838@upc.edu,4,SOAN
Gregory Carson,9173887968,"67251 Morgan Meadows Apt. 941, Gonzalezland, ID 88177",male,gc793,gc793@upc.edu,1,GERM
Kevin Carter,9819876080,"USS Allen, FPO AE 11448",male,kc387,kc387@upc.edu,3,MUSI
John Campbell,9641564238,"40672 Daniel Rapids, Lake Amanda, CT 99526",male,jc156,jc156@upc.edu,2,PHAS
Ricky Miller,9201612116,"Unit 5643 Box 8191, DPO AE 21539",male,rm532,rm532@upc.edu,3,WRIT
Alexandra Potter,9426219335,"30959 Edwards Parkways Apt. 673, Michaelport, TN 89835",female,ap512,ap512@upc.edu,3,ENGL
Arthur Watts,9955666948,"50784 Richard Lake, West Travis, IA 33462",male,aw957,aw957@upc.edu,3,GEOG
Julia Jones,9133272593,"51984 Nathan Radial Apt. 519, Lake Melanieton, HI 19023",female,jj439,jj439@upc.edu,3,ARTS
Lisa Trevino,9931565298,"351 Laura Island Apt. 888, West Peter, GA 20272",female,lt789,lt789@upc.edu,4,SOAN
Derek Rose,9757232700,"6781 Andres Viaduct, Lake Robert, WY 74563",male,dr822,dr822@upc.edu,2,ENGL
Kevin Oneal,9473799130,"8603 Gray Circle, South Leah, MO 50917",male,ko442,ko442@upc.edu,3,POSC
Valerie Willis,9185787147,"3321 Parker Road, Smithhaven, TX 09560",female,vw598,vw598@upc.edu,3,ENGL
Marie Myers,9370585148,"Unit 0271 Box 0203, DPO AE 10196",female,mm729,mm729@upc.edu,1,RMLL
Monica Mcknight,9235123129,"PSC 3127, Box 5438, APO AE 02003",female,mm673,mm673@upc.edu,3,SOAN
Melissa Kelley,9959864554,"27033 Jonathan Dale, Erinton, VT 82048",female,mk437,mk437@upc.edu,1,SOAN
Kimberly Bowman,9331920473,"9170 Brady Courts Apt. 775, Collinston, MA 73938",female,kb826,kb826@upc.edu,1,MATH
Richard Ramos,9738152337,"14899 French Mill, West Michaelborough, ME 91738",male,rr143,rr143@upc.edu,1,PHAS
Jared Tucker,9966440276,"743 Anna Avenue, North Katie, WY 98888",male,jt356,jt356@upc.edu,4,RMLL
Jeffrey Robles,9654684378,"12525 Rose Locks Apt. 048, Port Franklin, MI 75870",male,jr341,jr341@upc.edu,2,ENGL
Natalie Pugh,9516816106,"7892 Lisa Cliff Suite 555, East Stacie, OH 97483",female,np569,np569@upc.edu,1,SOAN
Brian Hensley,9395069172,"83933 Victoria Neck, Hawkinsville, WI 24374",male,bh765,bh765@upc.edu,4,RELG
Michael Sharp,9434957292,"799 Kristina Causeway, East Megan, CT 77846",male,ms319,ms319@upc.edu,3,RMLL
Amy Barnes,9308306635,"7852 Price Motorway Apt. 293, West Ritaport, NH 73786",female,ab732,ab732@upc.edu,4,BIOL
Kim Sullivan,9724893308,"4023 Powell Knolls, Lake Heather, ME 93526",female,ks858,ks858@upc.edu,1,BIOL
Sharon Rice,9423246613,"404 Walters Spur Suite 479, Scotttown, WA 59815",female,sr878,sr878@upc.edu,2,EALL
Amy Thornton,9071399605,"94378 Patrick Wall, Port Jesseville, KY 48509",female,at692,at692@upc.edu,4,ENST
Leon Erickson,9423882721,"5000 Amy Heights Apt. 622, New Alexander, VA 96797",male,le686,le686@upc.edu,1,ENGL
Barbara Richardson,9081269335,"5913 Johnson Creek Suite 492, Singhmouth, MS 01058",female,br351,br351@upc.edu,4,ENGL
Sarah Bernard,9578107786,"18571 Robert Vista Apt. 926, North Melanie, ID 23665",female,sb424,sb424@upc.edu,4,PBSC
Jessica Castro,9834924962,"2699 Adam Islands, North Julie, SC 33963",female,jc641,jc641@upc.edu,3,ARTS
Latasha Thompson,9563762742,"48935 Anthony Burgs, Melissamouth, SC 78837",female,lt674,lt674@upc.edu,1,RMLL
Vanessa Oliver,9724080334,"017 Valerie Ways Apt. 001, Yvettestad, NH 77209",female,vo832,vo832@upc.edu,2,BIOL
Elizabeth Jacobson,9049683245,"19445 Miranda Roads, North Matthewville, TX 00552",female,ej188,ej188@upc.edu,1,SOAN
Stephanie Grant,9024034094,"285 Flores Estates, North Nicholasview, ME 67289",female,sg130,sg130@upc.edu,4,GEOG
Kristen Jones,9612286851,"258 Leonard River Apt. 660, West Jennifer, GA 90266",female,kj929,kj929@upc.edu,1,POSC
Paul Clark,9169309129,"5431 Patricia Grove Suite 256, Amberfort, AR 17681",male,pc829,pc829@upc.edu,2,BIOL
William Long,9779564486,"02648 Shawn Villages, West Joshua, NJ 83994",male,wl591,wl591@upc.edu,4,GEOG
Beth Caldwell,9782797515,"741 Good Village, Lake Dwayne, WY 12844",female,bc830,bc830@upc.edu,3,MATH
Angela King,9486343354,"PSC 3765, Box 2748, APO AA 69592",female,ak658,ak658@upc.edu,2,BIOL
Kathleen Miller,9815906818,"058 Young Drive, Housemouth, VA 24392",female,km983,km983@upc.edu,3,COSC
Vanessa Oconnell,9895820352,"413 Steven Ramp Apt. 466, Port Ryan, OR 10747",female,vo551,vo551@upc.edu,3,POSC
Lorraine Thomas,9889572699,"679 Gibson Plains, North Michelleville, OH 49287",female,lt699,lt699@upc.edu,3,HIST
Gerald Richardson,9564863242,"251 Jessica Village Apt. 739, Richardside, NE 32858",male,gr509,gr509@upc.edu,2,HIST
Mary Melendez,9523581976,"552 Fisher Meadow Suite 192, Samanthamouth, PR 94440",female,mm596,mm596@upc.edu,2,RMLL
Michelle White,9080786681,"703 Mendoza Mountains Suite 894, Lake Denise, GA 49260",female,mw167,mw167@upc.edu,1,ARTS
Elizabeth Jordan,9483066215,"275 Timothy Crest, North Daniel, PA 56191",female,ej566,ej566@upc.edu,1,ARTS
Jasmine Perez,9996729953,"48042 Lisa Curve, Port Elizabethview, VT 18378",female,jp443,jp443@upc.edu,4,RMLL
Dana Roman,9565507945,"95697 Watts Landing Suite 238, West Brittney, DC 56485",female,dr179,dr179@upc.edu,2,PHIL
April Espinoza,9308976563,"005 Jones Port Apt. 386, Laceyview, ND 13345",female,ae617,ae617@upc.edu,1,PHAS
Tamara Merritt,9606188675,"0144 Leon Wall Suite 045, East Mitchell, WI 02014",female,tm700,tm700@upc.edu,2,SOAN
Terry Bowen,9478287299,"193 Harris Light, East Melissastad, IN 91036",male,tb190,tb190@upc.edu,4,ENGL
Lisa Frank,9122590437,"2689 Hart Springs Suite 242, Christopherton, AS 43146",female,lf768,lf768@upc.edu,4,SOAN
Jeffrey Brown,9368879319,"PSC 0170, Box 6775, APO AE 49998",male,jb898,jb898@upc.edu,1,CHEM
Abigail Romero,9616303652,"548 Madison Square, Leonbury, ID 08585",female,ar862,ar862@upc.edu,3,ENST
Beverly Copeland,9776287460,"1210 Taylor Mountains Apt. 347, Muellertown, NY 06951",female,bc752,bc752@upc.edu,1,ENGL
Samantha Roberts,9713332438,"5045 David Ports Apt. 411, East Josephburgh, VI 05111",female,sr242,sr242@upc.edu,1,RMLL
Caleb Young,9263129954,"762 Martinez Overpass Suite 159, East Paulaton, MH 56818",male,cy411,cy411@upc.edu,3,ARTS
Tonya Baker,9106675917,"1097 Sarah Skyway, Brianborough, DE 23048",female,tb338,tb338@upc.edu,2,POSC
Charles Chapman,9501310328,"17101 Lewis Locks Suite 365, Hansenbury, PW 24631",male,cc439,cc439@upc.edu,1,EDUC
Christine Lopez,9313230405,"Unit 9023 Box 7345, DPO AP 14433",female,cl848,cl848@upc.edu,1,ARTS
Todd Davis,9656556129,"8453 Brandon Motorway Apt. 709, Leestad, GU 24015",male,td945,td945@upc.edu,4,ENGL
Karen Neal,9192234750,"0200 Angela Islands, Lake Barbara, ND 33993",female,kn906,kn906@upc.edu,4,ENGL
Marcus Snyder,9961708150,"67845 Cortez Lake Apt. 849, New Joanport, NE 93581",male,ms929,ms929@upc.edu,3,POSC
Kelly Smith,9835105313,"0112 Lauren Wall Suite 541, Michaelbury, NJ 87073",female,ks316,ks316@upc.edu,1,ENGL
Michael Sanchez,9804339228,"763 Gomez Cape, Mckayside, RI 50562",male,ms506,ms506@upc.edu,2,ECON
Carol Cunningham,9527125878,"847 Angela Throughway, Richardton, AZ 85824",female,cc489,cc489@upc.edu,2,HIST
Elizabeth Mcbride,9054561051,"0991 Lewis Centers Suite 174, Abigailberg, IA 82231",female,em434,em434@upc.edu,4,ENGL
Suzanne Horton,9286329655,"30617 Nicole Throughway Suite 522, Reneestad, NC 30741",female,sh550,sh550@upc.edu,3,BIOL
Victor Collins,9119462332,"921 Townsend Haven Apt. 965, Jenniferstad, NC 94179",male,vc768,vc768@upc.edu,3,WRIT
Bryan Davis,9158933606,"494 Richardson Curve Suite 197, Rogerston, ND 28707",male,bd716,bd716@upc.edu,4,ECON
Jennifer Evans,9836326883,"271 Whitney Causeway, Wilsonview, IL 15281",female,je910,je910@upc.edu,3,HIST
Charles Beck,9546019030,"1557 Christine Ferry, Aguilartown, MP 67890",male,cb122,cb122@upc.edu,4,THEA
John Nelson,9480588186,"8499 Trujillo Freeway, Landryburgh, WV 33285",male,jn700,jn700@upc.edu,2,ECON
Jessica Harris,9788324976,"2943 Todd Ford, Port Shannon, LA 61837",female,jh257,jh257@upc.edu,2,EDUC
Brian Carpenter,9079734576,"921 Courtney Inlet, East Leslieton, NJ 74237",male,bc842,bc842@upc.edu,1,RELG
Ashley Jenkins,9788286428,"0165 Michelle Lights Apt. 977, Goodfurt, AK 13382",female,aj248,aj248@upc.edu,3,EALL
Jose Lindsey,9824018205,"2994 Lisa Stream Apt. 918, Lake James, ND 09693",male,jl173,jl173@upc.edu,4,RMLL
Brittney Hawkins,9179492639,"3441 Martin Lodge Suite 016, North Matthewville, CA 30212",female,bh208,bh208@upc.edu,1,PHAS
Linda Jackson,9438336641,"30337 Jessica Inlet Apt. 617, Jordanview, UT 31628",female,lj714,lj714@upc.edu,2,PBSC
Madison Miller,9286681648,"7866 Williams Road Apt. 190, Lake Josephton, KS 16315",female,mm491,mm491@upc.edu,4,ARTS
Aaron Rodriguez,9607721890,"102 Peterson Locks, Lake Courtney, RI 79776",male,ar522,ar522@upc.edu,1,THEA
Brenda Watson,9474445136,"63272 Black Squares Suite 956, Port Joshua, MI 67432",female,bw394,bw394@upc.edu,4,POSC
Samantha Harris,9629409439,"82970 Cindy Islands Apt. 353, Lake Deborah, WV 03778",female,sh931,sh931@upc.edu,2,EALL
Jacob Hicks,9177035722,"3873 Duarte Divide Apt. 746, Reynoldshaven, OH 94833",male,jh287,jh287@upc.edu,3,RELG
